Channel Budget Digital,Channel Budget TV,Channel Budget Radio,Channel Budget Newspaper,sales,Spend Frequency,Start Date,End Date,Duration,ROI,Engagement Metrics,Target Audience Size,Demographics,Zip Code,Seasonality
21.4,296.4,36.3,100.9,23.8,Daily,2023-07-14,2023-09-25,73,2.309003533,388,66289,25-34,96071,Winter
17.9,280.2,10.1,21.4,14.8,Weekly,2023-07-30,2023-09-21,53,2.095462664,845,19216,45-54,92372,Winter
5.3,187.9,17.2,17.9,14.7,Monthly,2023-03-25,2023-05-31,67,2.53356734,813,39120,55+,92347,Summer
59,238.2,34.3,5.3,20.7,Daily,2023-05-06,2023-07-24,79,2.1486085,314,14916,18-24,95714,Holiday
29.7,137.9,46.4,59,19.2,Weekly,2023-03-26,2023-05-27,62,1.244888139,265,48281,18-24,91207,None
23.2,25,11,29.7,7.2,Weekly,2023-12-25,2024-02-20,57,2.315608381,967,19783,35-44,93224,Summer
25.6,90.4,0.3,23.2,8.7,Monthly,2023-07-28,2023-10-05,69,0.835815588,311,34582,55+,90301,Winter
5.5,13.1,0.4,25.6,5.3,Daily,2023-01-27,2023-03-04,36,2.609713951,733,54815,35-44,95655,Summer
56.5,255.4,26.9,5.5,19.8,Monthly,2023-01-13,2023-03-26,72,1.257141781,256,24504,35-44,93651,Winter
23.2,225.8,8.2,56.5,13.4,Daily,2023-12-03,2024-01-21,49,2.889587073,643,90929,45-54,94608,Summer
2.4,241.7,38,23.2,21.8,Daily,2023-02-19,2023-04-08,48,1.299015052,282,93914,25-34,93553,Summer
10.7,175.7,15.4,2.4,14.1,Daily,2023-08-23,2023-10-01,39,2.479697836,429,59859,45-54,90746,Summer
34.5,209.6,20.6,10.7,15.9,Daily,2023-01-10,2023-03-12,61,1.521948718,801,47854,35-44,93433,Summer
52.7,78.2,46.8,34.5,14.6,Weekly,2023-07-18,2023-10-04,78,1.212094995,584,12860,35-44,92703,Summer
25.6,75.1,35,52.7,12.6,Weekly,2023-11-12,2024-01-29,78,1.595870805,117,12729,35-44,93262,Summer
14.8,139.2,14.3,25.6,12.2,Daily,2023-03-06,2023-05-13,68,2.135834748,398,18153,55+,92060,Summer
79.2,76.4,0.8,14.8,9.4,Daily,2023-01-02,2023-03-01,58,0.7711274693,400,59939,35-44,90044,None
22.3,125.7,36.9,79.2,15.9,Weekly,2023-01-04,2023-02-16,43,1.206319571,126,15286,25-34,92384,Summer
46.2,19.4,16,22.3,6.6,Daily,2023-08-24,2023-10-13,50,1.346546511,151,95737,35-44,91331,None
50.4,141.3,26.8,46.2,15.5,Weekly,2023-03-16,2023-05-31,76,1.201220916,745,18757,18-24,96143,Winter
15.6,18.8,21.7,50.4,7,Daily,2023-06-28,2023-09-05,69,2.535038796,330,76254,35-44,96015,None
12.4,224,2.4,15.6,11.6,Monthly,2023-03-16,2023-04-16,31,1.44805908,665,67298,18-24,95041,None
74.2,123.1,34.6,12.4,15.2,Weekly,2023-08-30,2023-10-23,54,2.039972829,757,70834,55+,92630,Winter
25.9,229.5,32.3,74.2,19.7,Monthly,2023-02-23,2023-05-03,69,0.8951583483,374,59571,25-34,92122,Winter
50.6,87.2,11.8,25.9,10.6,Monthly,2023-01-12,2023-03-19,66,1.257585913,997,64311,25-34,92507,None
9.2,7.8,38.9,50.6,6.6,Weekly,2023-07-12,2023-10-03,83,0.5909929919,631,78855,25-34,95954,Winter
3.2,80.2,0,9.2,8.8,Daily,2023-10-25,2023-12-07,43,0.8973056832,714,67146,35-44,92880,Holiday
43.1,220.3,49,3.2,24.7,Weekly,2023-07-22,2023-09-19,59,1.434213787,138,78094,55+,95258,Summer
8.7,59.6,12,43.1,9.7,Daily,2023-11-23,2023-12-25,32,1.890250946,25,77847,35-44,91351,None
43,0.7,39.6,8.7,1.6,Daily,2023-07-06,2023-09-05,61,0.9040388592,69,32196,18-24,91207,None
2.1,265.2,2.9,43,12.7,Monthly,2023-11-08,2024-01-15,68,2.214236455,494,12142,45-54,92656,Summer
45.1,8.4,27.2,2.1,5.7,Daily,2023-04-30,2023-07-17,78,2.810430254,519,49302,45-54,94709,Holiday
65.6,219.8,33.5,45.1,19.6,Weekly,2023-08-13,2023-09-18,36,2.541819318,240,26466,55+,92115,None
8.5,36.9,38.6,65.6,10.8,Daily,2023-05-25,2023-07-03,39,1.08432102,1,90458,18-24,96022,Winter
9.3,48.3,47,8.5,11.6,Daily,2023-09-19,2023-11-05,47,2.44353351,682,22596,25-34,95552,Summer
59.7,25.6,39,9.3,9.5,Daily,2023-06-10,2023-07-27,47,0.7500326961,530,74988,25-34,96028,Holiday
20.5,273.7,28.9,59.7,20.8,Daily,2023-10-10,2023-11-25,46,1.629168306,225,73336,25-34,94546,None
1.7,43,25.9,20.5,9.6,Weekly,2023-10-14,2023-12-21,68,1.758126805,35,23341,45-54,92691,Winter
12.9,184.9,43.9,1.7,20.7,Daily,2023-11-16,2024-02-13,89,2.553452859,378,70363,18-24,93622,None
75.6,73.4,17,12.9,10.9,Weekly,2023-08-06,2023-09-20,45,2.618345015,936,94587,55+,90280,Holiday
37.9,193.7,35.4,75.6,19.2,Weekly,2023-10-22,2024-01-15,85,0.6753548625,103,20545,18-24,94933,Summer
34.4,220.5,33.2,37.9,20.1,Monthly,2023-02-25,2023-04-19,53,1.815452894,840,34366,45-54,95986,None
38.9,104.6,5.7,34.4,10.4,Weekly,2023-05-07,2023-06-27,51,1.061039802,230,22945,25-34,93954,None
9,96.2,14.8,38.9,11.4,Daily,2023-10-01,2023-11-24,54,2.018624458,282,30356,35-44,90211,Winter
8.7,140.3,1.9,9,10.3,Weekly,2023-11-22,2024-01-15,54,1.798443361,662,76198,25-34,95569,Winter
44.3,240.1,7.3,8.7,13.2,Daily,2023-11-12,2023-12-27,45,2.026841724,3,42050,18-24,96128,Winter
11.9,243.2,49,44.3,25.4,Weekly,2023-07-22,2023-09-19,59,1.032384899,17,82596,35-44,93610,None
20.6,38,40.3,11.9,10.9,Daily,2023-07-12,2023-09-25,75,2.627937469,775,99248,55+,95351,Winter
37,44.7,25.8,20.6,10.1,Weekly,2023-09-10,2023-10-18,38,2.045666538,838,57263,18-24,94583,Holiday
48.7,280.7,13.9,37,16.1,Weekly,2023-07-22,2023-10-16,86,2.505764953,287,39854,55+,90401,None
14.2,121,8.4,48.7,11.6,Weekly,2023-06-25,2023-07-29,34,0.518403129,75,97426,18-24,92401,Summer
37.7,197.6,23.3,14.2,16.6,Monthly,2023-10-13,2023-12-15,63,2.949011598,889,89776,25-34,90810,Summer
9.5,171.3,39.7,37.7,19,Daily,2023-04-21,2023-07-18,88,2.901506697,862,65588,35-44,96033,Winter
5.7,187.8,21.1,9.5,15.6,Monthly,2023-05-27,2023-08-20,85,1.01137421,257,82102,55+,95417,Summer
50.5,4.1,11.6,5.7,3.2,Weekly,2023-05-17,2023-08-09,84,1.090962288,69,92731,25-34,95443,Summer
24.3,93.9,43.5,50.5,15.3,Daily,2023-10-24,2023-12-09,46,1.16101016,532,87413,55+,90242,Holiday
45.2,149.8,1.3,24.3,10.1,Monthly,2023-12-09,2024-02-24,77,2.190860625,539,40833,45-54,92154,Winter
34.6,11.7,36.9,45.2,7.3,Weekly,2023-04-21,2023-06-29,69,0.5345304703,201,27527,25-34,92504,Holiday
30.7,131.7,18.4,34.6,12.9,Weekly,2023-12-26,2024-03-07,72,1.350940636,968,11770,35-44,92831,Winter
49.3,172.5,18.1,30.7,14.4,Daily,2023-09-12,2023-11-29,78,1.736934673,144,77979,35-44,96067,None
25.6,85.7,35.8,49.3,13.3,Monthly,2023-12-07,2024-02-06,61,2.292254943,299,83567,18-24,90067,Winter
7.4,188.4,18.1,25.6,14.9,Weekly,2023-02-22,2023-05-10,77,0.6626818,409,41445,35-44,93283,Holiday
5.4,163.5,36.8,7.4,18,Weekly,2023-10-25,2023-12-28,64,0.8772965947,309,27104,18-24,92688,Summer
84.8,117.2,14.7,5.4,11.9,Weekly,2023-11-25,2024-01-25,61,1.09994723,684,26651,25-34,95112,Summer
21.6,234.5,3.4,84.8,11.9,Daily,2023-08-31,2023-10-20,50,0.899182815,446,60561,55+,90706,None
19.4,17.9,37.6,21.6,8,Monthly,2023-04-21,2023-07-02,72,1.154887566,345,38916,25-34,92867,Winter
57.6,206.8,5.2,19.4,12.2,Monthly,2023-03-10,2023-05-05,56,0.8147133635,874,44744,55+,91801,Winter
6.4,215.4,23.6,57.6,17.1,Monthly,2023-04-14,2023-06-24,71,1.249102025,301,31527,45-54,95361,Winter
18.4,284.3,10.6,6.4,15,Weekly,2023-12-15,2024-02-02,49,1.531838408,61,22868,45-54,90232,Holiday
47.4,50,11.6,18.4,8.4,Weekly,2023-07-07,2023-09-16,71,0.6610804186,18,91077,45-54,95624,Holiday
17,164.5,20.9,47.4,14.5,Weekly,2023-12-28,2024-03-06,69,0.7297802447,298,48639,45-54,92604,Winter
12.8,19.6,20.1,17,7.6,Weekly,2023-07-10,2023-08-24,45,2.905267377,969,73525,25-34,96146,None
13.1,168.4,7.1,12.8,11.7,Weekly,2023-07-06,2023-09-16,72,1.397079951,161,54878,18-24,95653,Summer
41.8,222.4,3.4,13.1,11.5,Daily,2023-08-16,2023-10-17,62,2.398375572,738,70182,45-54,96003,Winter
20.3,276.9,48.9,41.8,27,Daily,2023-06-14,2023-09-02,80,1.36283823,276,90471,25-34,91945,Summer
35.2,248.4,30.2,20.3,20.2,Daily,2023-02-14,2023-04-28,73,2.924273491,990,10555,35-44,93523,Winter
23.7,170.2,7.8,35.2,11.7,Monthly,2023-01-23,2023-04-18,85,2.488612852,892,72640,25-34,94576,Winter
17.6,276.7,2.3,23.7,11.8,Daily,2023-11-11,2023-12-15,34,0.8039772953,685,87833,35-44,93664,Winter
8.3,165.6,10,17.6,12.6,Monthly,2023-09-23,2023-11-18,56,1.605439342,244,89845,35-44,93634,None
27.4,156.6,2.6,8.3,10.5,Monthly,2023-05-30,2023-07-25,56,1.944765962,317,33087,55+,95832,Summer
29.7,218.5,5.4,27.4,12.2,Weekly,2023-02-26,2023-04-15,48,1.166671789,15,56984,55+,92808,Winter
71.8,56.2,5.7,29.7,8.7,Monthly,2023-08-17,2023-11-09,84,2.095430331,472,57950,35-44,96087,Holiday
30,287.6,43,71.8,26.2,Weekly,2023-05-08,2023-06-23,46,2.582903122,35,86112,45-54,95450,Holiday
19.6,253.8,21.3,30,17.6,Weekly,2023-08-23,2023-09-30,38,0.9431038946,100,22309,25-34,95816,Winter
26.6,205,45.1,19.6,22.6,Monthly,2023-04-20,2023-06-13,54,1.553593083,263,65047,55+,95119,Summer
18.2,139.5,2.1,26.6,10.3,Weekly,2023-02-05,2023-05-02,86,1.926104355,204,30311,35-44,95212,Summer
3.7,191.1,28.7,18.2,17.3,Weekly,2023-06-07,2023-09-04,89,2.777911831,333,36968,45-54,94598,Holiday
23.4,286,13.9,3.7,15.9,Daily,2023-06-17,2023-08-27,71,2.182564318,196,91374,35-44,93623,None
5.8,18.7,12.1,23.4,6.7,Monthly,2023-07-08,2023-08-07,30,1.037069342,378,63843,25-34,95903,None
6,39.5,41.1,5.8,10.8,Weekly,2023-08-02,2023-10-27,86,1.611824259,979,47116,25-34,96035,Summer
31.6,75.5,10.8,6,9.9,Monthly,2023-03-19,2023-06-06,79,2.704823025,347,57324,25-34,90035,None
3.6,17.2,4.1,31.6,5.9,Monthly,2023-11-22,2024-01-10,49,2.517327453,26,62199,25-34,90230,None
6,166.8,42,3.6,19.6,Daily,2023-01-21,2023-04-18,87,1.076445298,449,54724,25-34,90021,Holiday
13.8,149.7,35.6,6,17.3,Weekly,2023-11-25,2024-01-14,50,2.604964363,973,79861,45-54,96055,None
8.1,38.2,3.7,13.8,7.6,Weekly,2023-07-07,2023-08-25,49,1.190560378,752,89206,18-24,90062,Summer
6.4,94.2,4.9,8.1,9.7,Weekly,2023-04-13,2023-05-20,37,2.916445178,776,70300,18-24,92117,Summer
66.2,177,9.3,6.4,12.8,Weekly,2023-08-02,2023-09-06,35,2.867522326,53,11874,55+,92118,Summer
8.7,283.6,42,66.2,25.5,Daily,2023-03-22,2023-05-06,45,1.384718165,826,37783,55+,93263,Winter
69.2,232.1,8.6,8.7,13.4,Weekly,2023-06-08,2023-08-09,62,1.10393517,402,69949,45-54,96130,Holiday
45.1,230.1,37.8,69.2,22.1,Daily,2023-05-04,2023-07-02,59,1.141328543,952,40792,18-24,93626,Summer
69.3,44.5,39.3,45.1,10.4,Daily,2023-02-13,2023-04-03,49,1.424482394,817,93558,35-44,92014,Holiday
58.5,17.2,45.9,69.3,9.3,Monthly,2023-12-20,2024-03-15,86,0.9472539166,106,72901,35-44,90007,Summer
58.4,151.5,41.3,58.5,18.5,Daily,2023-11-30,2024-02-17,79,0.8433346339,736,41700,45-54,95446,Holiday
75,180.8,10.8,58.4,12.9,Weekly,2023-09-23,2023-12-05,73,2.45839139,490,61837,55+,92347,Summer
23.5,8.7,48.9,75,7.2,Monthly,2023-11-10,2023-12-28,48,0.8173338594,791,40693,35-44,94612,None
11.6,57.5,32.8,23.5,11.8,Weekly,2023-11-03,2023-12-12,39,0.9546828623,1,58360,35-44,93608,Winter
1,120.2,19.6,11.6,13.2,Weekly,2023-11-06,2024-01-18,73,1.06789989,564,35022,45-54,94619,Winter
21.2,8.6,2.1,1,4.8,Weekly,2023-05-16,2023-06-22,37,1.393420697,51,32732,18-24,94511,Holiday
24.2,199.8,2.6,21.2,10.6,Monthly,2023-08-20,2023-11-04,76,1.934984033,47,79934,18-24,95220,Summer
4,66.1,5.8,24.2,8.6,Daily,2023-04-15,2023-06-15,61,2.550616768,402,54496,55+,93309,Winter
65.9,214.7,24,4,17.4,Monthly,2023-12-22,2024-03-01,70,2.63398982,689,61527,18-24,95122,Holiday
7.2,23.8,35.1,65.9,9.2,Weekly,2023-10-07,2023-12-04,58,1.593897766,318,38376,45-54,92249,Holiday
46,97.5,7.6,7.2,9.7,Weekly,2023-06-10,2023-07-28,48,1.046989625,550,44744,18-24,93109,Winter
52.9,204.1,32.9,46,19,Daily,2023-09-21,2023-11-26,66,2.198005013,409,82120,55+,90028,Holiday
114,195.4,47.7,52.9,22.4,Weekly,2023-01-02,2023-02-07,36,2.5015424,327,98763,45-54,93603,Winter
55.8,67.8,36.6,114,12.5,Daily,2023-04-10,2023-05-25,45,0.9220783539,309,18946,55+,95130,Summer
18.3,281.4,39.6,55.8,24.4,Weekly,2023-10-18,2023-12-31,74,2.913579065,774,79960,18-24,92392,Winter
19.1,69.2,20.5,18.3,11.3,Weekly,2023-01-14,2023-03-18,63,2.890662383,493,80890,45-54,92110,Summer
53.4,147.3,23.9,19.1,14.6,Monthly,2023-02-13,2023-03-22,37,0.9829805093,246,11937,25-34,92257,Summer
23.5,218.4,27.7,53.4,18,Monthly,2023-12-25,2024-03-16,82,0.7686510742,843,85300,45-54,94803,Winter
49.6,237.4,5.1,23.5,12.5,Monthly,2023-12-05,2024-01-09,35,1.100019355,632,43461,35-44,90262,None
26.2,13.2,15.9,49.6,5.6,Weekly,2023-10-12,2023-12-28,77,1.765065891,372,61053,25-34,93620,Holiday
18.3,228.3,16.9,26.2,15.5,Monthly,2023-10-29,2023-12-30,62,2.010711123,512,27383,45-54,96124,None
19.5,62.3,12.6,18.3,9.7,Daily,2023-12-21,2024-02-18,59,1.378441809,427,56053,18-24,92359,Summer
12.6,262.9,3.5,19.5,12,Daily,2023-10-28,2023-12-11,44,2.824427865,7,86367,18-24,94037,None
22.9,142.9,29.3,12.6,15,Weekly,2023-09-28,2023-11-14,47,0.9028336345,315,73442,45-54,95548,Summer
22.9,240.1,16.7,22.9,15.9,Weekly,2023-10-03,2023-12-28,86,2.532412897,495,41000,35-44,95019,Holiday
40.8,248.8,27.1,22.9,18.9,Daily,2023-08-30,2023-10-06,37,1.332660589,526,68431,55+,93450,Summer
43.2,70.6,16,40.8,10.5,Daily,2023-11-01,2024-01-13,73,2.694335511,328,91282,55+,92124,Summer
38.6,292.9,28.3,43.2,21.4,Daily,2023-05-17,2023-08-09,84,2.659721711,767,34722,55+,91007,Winter
30,112.9,17.4,38.6,11.9,Daily,2023-09-21,2023-11-24,64,0.8924563181,551,65464,25-34,93023,Summer
0.3,97.2,1.5,30,9.6,Weekly,2023-04-14,2023-06-13,60,2.994192417,566,40327,45-54,92109,Summer
7.4,265.6,20,0.3,17.4,Monthly,2023-10-31,2023-12-22,52,0.7357769627,18,60207,35-44,93235,None
8.5,95.7,1.4,7.4,9.5,Monthly,2023-04-17,2023-07-05,79,1.052972087,728,74315,45-54,95464,Holiday
5,290.7,4.1,8.5,12.8,Daily,2023-12-26,2024-03-04,69,2.955562703,513,97024,45-54,95439,Holiday
45.7,266.9,43.8,5,25.4,Daily,2023-01-20,2023-02-28,39,0.915256175,785,13929,18-24,96137,None
35.1,74.7,49.4,45.7,14.7,Monthly,2023-02-03,2023-03-14,39,0.91613492,319,49704,35-44,95621,Summer
32,43.1,26.7,35.1,10.1,Daily,2023-11-04,2023-12-04,30,0.6545075608,884,30076,18-24,91931,Holiday
31.6,228,37.7,32,21.5,Weekly,2023-05-12,2023-07-02,51,2.971268786,534,81141,25-34,90038,Winter
38.7,202.5,22.3,31.6,16.6,Daily,2023-09-21,2023-11-24,64,2.473988096,843,86827,18-24,94561,Winter
1.8,177,33.4,38.7,17.1,Monthly,2023-10-16,2023-12-22,67,0.8210785517,533,78274,55+,92501,None
26.4,293.6,27.7,1.8,20.7,Daily,2023-07-18,2023-09-21,65,2.528613895,445,82604,55+,90037,Summer
43.3,206.9,8.4,26.4,12.9,Weekly,2023-11-19,2023-12-23,34,0.7661167542,661,99679,18-24,94928,Summer
31.5,25.1,25.7,43.3,8.5,Monthly,2023-12-21,2024-02-29,70,1.545792654,110,20199,55+,92028,Summer
35.7,175.1,22.5,31.5,14.9,Monthly,2023-06-13,2023-08-16,64,0.884690642,865,45444,45-54,94611,Holiday
18.5,89.7,9.9,35.7,10.6,Daily,2023-05-13,2023-06-28,46,1.791741423,353,59902,45-54,93305,Holiday
49.9,239.9,41.5,18.5,23.2,Weekly,2023-08-18,2023-10-11,54,1.559345251,954,91292,35-44,92109,Holiday
36.8,227.2,15.8,49.9,14.8,Daily,2023-04-10,2023-05-26,46,0.5274650519,398,56079,35-44,91604,Winter
34.6,66.9,11.7,36.8,9.7,Monthly,2023-01-29,2023-04-04,65,1.749737434,602,72838,55+,94027,Winter
3.6,199.8,3.1,34.6,11.4,Monthly,2023-02-22,2023-04-23,60,1.909680122,756,21941,45-54,95686,Holiday
39.6,100.4,9.6,3.6,10.7,Monthly,2023-12-05,2024-01-27,53,1.33236589,499,61183,45-54,93270,Winter
58.7,216.4,41.7,39.6,22.6,Daily,2023-10-02,2023-12-22,81,2.135245188,975,55533,18-24,96084,None
15.9,182.6,46.2,58.7,21.2,Monthly,2023-08-31,2023-10-02,32,0.909183551,351,32973,18-24,93646,Winter
60,262.7,28.8,15.9,20.2,Monthly,2023-02-06,2023-03-18,40,2.182078191,357,30430,35-44,95692,Winter
41.4,198.9,49.4,60,23.7,Weekly,2023-01-26,2023-03-14,47,2.50227744,403,42322,35-44,95386,None
16.6,7.3,28.1,41.4,5.5,Monthly,2023-01-13,2023-04-12,89,0.7432329138,371,80792,45-54,95119,Holiday
37.7,136.2,19.2,16.6,13.2,Monthly,2023-07-31,2023-09-20,51,1.39247668,919,48580,45-54,91791,Winter
9.3,210.8,49.6,37.7,23.8,Monthly,2023-03-04,2023-05-08,65,0.8165591877,352,44406,25-34,92111,Holiday
21.4,210.7,29.5,9.3,18.4,Daily,2023-06-07,2023-07-10,33,1.648102784,521,16140,45-54,92321,Holiday
54.7,53.5,2,21.4,8.1,Weekly,2023-06-22,2023-09-14,84,0.7760126749,13,90883,25-34,96094,None
27.3,261.3,42.7,54.7,24.2,Weekly,2023-08-05,2023-10-26,82,1.500667071,425,19153,35-44,94519,Holiday
8.4,239.3,15.5,27.3,15.7,Daily,2023-11-20,2024-02-01,73,2.638386452,7,71653,25-34,95662,Winter
28.9,102.7,29.6,8.4,14,Daily,2023-01-03,2023-03-19,75,2.539760425,237,69993,18-24,93277,Summer
0.9,131.1,42.8,28.9,18,Daily,2023-12-10,2024-02-28,80,2.499222311,46,49258,18-24,91916,None
2.2,69,9.3,0.9,9.3,Weekly,2023-11-20,2024-01-28,69,1.350131709,27,35984,25-34,93705,Summer
10.2,31.5,24.6,2.2,9.5,Daily,2023-04-06,2023-06-05,60,0.7462700002,322,16766,55+,95014,Summer
11,139.3,14.5,10.2,13.4,Monthly,2023-01-28,2023-04-08,70,1.940085123,277,82018,45-54,93727,Summer
27.2,237.4,27.5,11,18.9,Monthly,2023-04-19,2023-06-27,69,2.537450718,534,29404,18-24,91980,None
38.7,216.8,43.9,27.2,22.3,Weekly,2023-07-23,2023-08-26,34,2.27982105,738,92479,45-54,93111,Winter
31.7,199.1,30.6,38.7,18.3,Daily,2023-02-21,2023-04-23,61,1.609552808,4,89811,45-54,90270,None
19.3,109.8,14.3,31.7,12.4,Weekly,2023-03-21,2023-05-04,44,1.073559652,639,57861,45-54,91913,None
31.3,26.8,33,19.3,8.8,Weekly,2023-06-13,2023-09-06,85,0.632801283,239,31433,45-54,95354,None
13.1,129.4,5.7,31.3,11,Weekly,2023-01-12,2023-03-25,72,2.823683539,230,57894,55+,92078,Holiday
89.4,213.4,24.6,13.1,17,Weekly,2023-05-02,2023-07-16,75,1.237573908,500,13976,55+,96073,None
20.7,16.9,43.7,89.4,8.7,Daily,2023-07-08,2023-09-02,56,2.001800932,563,65404,25-34,94401,Summer
14.2,27.5,1.6,20.7,6.9,Daily,2023-05-08,2023-06-08,31,0.546946042,220,12692,45-54,91706,Winter
9.4,120.5,28.5,14.2,14.2,Monthly,2023-07-19,2023-09-05,48,2.285191321,178,96945,35-44,90710,None
23.1,5.4,29.9,9.4,5.3,Daily,2023-04-11,2023-06-26,76,2.673887838,26,49270,45-54,94805,Summer
22.3,116,7.7,23.1,11,Monthly,2023-08-07,2023-10-08,62,1.836157567,204,68105,35-44,95722,Winter
36.9,76.4,26.7,22.3,11.8,Daily,2023-07-06,2023-09-13,69,2.46101219,926,73848,45-54,93960,Summer
32.5,239.8,4.1,36.9,12.3,Monthly,2023-05-04,2023-07-29,86,1.303599443,38,43344,55+,92027,Summer
35.6,75.3,20.3,32.5,11.3,Monthly,2023-08-10,2023-10-07,58,2.133377805,647,60509,18-24,95247,Summer
33.8,68.4,44.5,35.6,13.6,Daily,2023-06-12,2023-07-22,40,2.894614445,150,84411,45-54,93301,None
65.7,213.5,43,33.8,21.7,Monthly,2023-02-28,2023-05-18,79,2.811454859,499,79374,35-44,95624,Summer
16,193.2,18.4,65.7,15.2,Weekly,2023-08-05,2023-09-30,56,2.370544491,939,18275,35-44,95323,None
63.2,76.3,27.5,16,12,Weekly,2023-01-17,2023-03-09,51,2.831553409,674,61443,25-34,93561,Holiday
73.4,110.7,40.6,63.2,16,Monthly,2023-06-08,2023-09-04,88,0.631951896,270,59201,25-34,95821,None
51.4,88.3,25.5,73.4,12.9,Monthly,2023-10-26,2023-11-26,31,1.174882685,726,28589,25-34,93010,Winter
9.3,109.8,47.8,51.4,16.7,Monthly,2023-01-17,2023-03-07,49,2.768157776,54,90071,45-54,95404,Holiday
33,134.3,4.9,9.3,11.2,Monthly,2023-09-19,2023-12-01,73,1.68885182,253,67678,35-44,93101,None
59,28.6,1.5,33,7.3,Monthly,2023-01-23,2023-04-09,76,1.055370889,623,84252,55+,92129,Holiday
72.3,217.7,33.5,59,19.4,Weekly,2023-06-26,2023-09-11,77,0.744916986,942,36130,45-54,90804,None
10.9,250.9,36.5,72.3,22.2,Daily,2023-08-24,2023-11-17,85,1.07755471,475,56512,25-34,92028,Summer
52.9,107.4,14,10.9,11.5,Weekly,2023-05-16,2023-08-11,87,1.529729837,516,50278,45-54,92021,Summer
5.9,163.3,31.6,52.9,16.9,Monthly,2023-10-16,2024-01-03,79,2.070011709,813,45852,35-44,91773,Holiday
22,197.6,3.5,5.9,11.7,Monthly,2023-11-09,2023-12-10,31,1.040548825,647,45056,55+,91104,Summer
51.2,184.9,21,22,15.5,Daily,2023-06-11,2023-07-22,41,1.327107536,225,87644,55+,92384,None
45.9,289.7,42.3,51.2,25.4,Daily,2023-08-11,2023-10-14,64,1.353772867,263,21101,35-44,95602,None
49.8,135.2,41.7,45.9,17.2,Weekly,2023-07-06,2023-09-11,67,1.677338244,220,17813,25-34,95717,None
100.9,222.4,4.3,49.8,11.7,Daily,2023-03-01,2023-04-05,35,0.9570196859,610,76272,55+,95436,Holiday
21.4,296.4,36.3,100.9,23.8,Monthly,2023-11-29,2024-02-24,87,0.8222049502,108,83236,25-34,95974,None
17.9,280.2,10.1,21.4,14.8,Daily,2023-09-14,2023-12-06,83,0.6526152868,327,10247,55+,90602,Holiday
5.3,187.9,17.2,17.9,14.7,Weekly,2023-07-06,2023-09-19,75,2.283083786,554,28423,25-34,95215,Winter
59,238.2,34.3,5.3,20.7,Daily,2023-02-19,2023-03-30,39,1.519044396,132,62523,35-44,91331,Winter
29.7,137.9,46.4,59,19.2,Weekly,2023-01-11,2023-02-21,41,0.9856425712,851,88438,55+,95634,Summer
23.2,25,11,29.7,7.2,Monthly,2023-06-04,2023-08-09,66,2.360124063,919,19920,18-24,95367,Summer
25.6,90.4,0.3,23.2,8.7,Weekly,2023-10-13,2023-11-17,35,2.551767605,140,51927,45-54,95224,Winter
5.5,13.1,0.4,25.6,5.3,Monthly,2023-09-16,2023-11-22,67,0.6082929989,26,93970,55+,95823,None
56.5,255.4,26.9,5.5,19.8,Weekly,2023-03-09,2023-04-24,46,1.179342954,246,98162,45-54,95917,None
23.2,225.8,8.2,56.5,13.4,Monthly,2023-04-09,2023-06-02,54,2.174439418,968,64004,45-54,93534,Winter
2.4,241.7,38,23.2,21.8,Daily,2023-09-13,2023-11-09,57,2.162616405,982,89661,45-54,91605,None
10.7,175.7,15.4,2.4,14.1,Weekly,2023-07-29,2023-09-08,41,0.624696044,262,92353,55+,94946,Winter
34.5,209.6,20.6,10.7,15.9,Monthly,2023-04-16,2023-06-08,53,1.460970838,557,57278,55+,90505,Summer
52.7,78.2,46.8,34.5,14.6,Daily,2023-09-23,2023-11-06,44,2.156549378,691,82035,35-44,93208,Winter
25.6,75.1,35,52.7,12.6,Weekly,2023-07-18,2023-10-08,82,1.983771071,866,90978,35-44,96148,None
14.8,139.2,14.3,25.6,12.2,Weekly,2023-12-12,2024-02-22,72,2.537818868,894,43485,35-44,94513,Summer
79.2,76.4,0.8,14.8,9.4,Daily,2023-11-17,2023-12-30,43,2.622874949,140,95140,35-44,93530,Winter
22.3,125.7,36.9,79.2,15.9,Monthly,2023-05-23,2023-06-22,30,2.842178247,747,42473,35-44,93510,None
46.2,19.4,16,22.3,6.6,Monthly,2023-07-11,2023-09-29,80,2.738438634,178,69210,35-44,96059,Holiday
50.4,141.3,26.8,46.2,15.5,Weekly,2023-08-16,2023-10-15,60,2.794852113,29,25582,45-54,94501,Winter
15.6,18.8,21.7,50.4,7,Daily,2023-05-15,2023-07-16,62,1.771052569,805,16395,45-54,91607,Summer
12.4,224,2.4,15.6,11.6,Weekly,2023-02-28,2023-05-01,62,2.238747475,411,39719,25-34,90026,Winter
74.2,123.1,34.6,12.4,15.2,Monthly,2023-08-18,2023-10-26,69,1.330390533,276,20069,18-24,95205,None
25.9,229.5,32.3,74.2,19.7,Weekly,2023-03-20,2023-04-30,41,0.8300242502,257,33092,25-34,95254,None
50.6,87.2,11.8,25.9,10.6,Weekly,2023-02-24,2023-05-16,81,1.88836824,562,35358,45-54,90290,Summer
9.2,7.8,38.9,50.6,6.6,Monthly,2023-08-25,2023-10-08,44,1.520206967,543,74621,35-44,90623,None
